road,id,lrp,model_type,name,lat,lon,length,type,condition,traffic_density
N102,2222,LRP064c,Link,Bridge End,23.9060833,91.12572159999999,394.999999999996,Bridge,,
N102,2223,LRP065,Link,Km post missing,23.9094722,91.1245549,676.0000000000019,KmPost,,
N102,2224,LRP065a,Bridge,OUSURA BOX CULVERT,23.913259581065,91.1233226442307,5.6,Box Culvert,A,
N102,2225,LRP065a,Link,Box Culvert,23.9152778,91.12266600000001,343.0000000000035,Culvert,,
N102,2226,LRP066,Link,BBaria 6 km,23.918166,91.1216938,659.9999999999966,KmPost,,
N102,2227,LRP066a,Bridge,UZURA CULVERT,23.921686040606,91.1205320224242,5.6,Box Culvert,A,
N102,2228,LRP066a,Link,Box Culvert,23.9238049,91.1198327,343.9999999999941,Culvert,,
N102,2229,LRP067,Link,BBaria5 Sylhet 183 km,23.9268327,91.1188327,113.0000000000138,KmPost,,
N102,2230,LRP067a,Link,Box Culvert,23.9278049,91.1185271,833.999999999989,Culvert,,
N102,2231,LRP067a,Bridge,RAMRAIL BOX CULVERT,23.9256180593023,91.1192338627907,12.0,Box Culvert,B,
N102,2232,LRP067b,Link,Start of Bridge,23.9348608,91.1161111,52.99999999999727,Bridge,,
N102,2233,LRP067c,Bridge,RAMRAIL BRIDGE.,23.9328134045563,91.1168121455635,48.4,RCC Girder Bridge,D,
N102,2234,LRP068,Link,Km post missing,23.9354441,91.1161111,10.00000000000512,KmPost,,
N102,2235,LRP068a,Link,End of Bridge,23.9354997,91.1160833,1007.000000000005,Bridge,,
N102,2236,LRP069,Link,Bbaria 3 Sylhet 181 km,23.944333,91.11666600000001,585.9999999999985,KmPost,,
N102,2237,LRP069a,Bridge,VADHUGLAR BOX CULVERT,23.9472357303754,91.1168502819112,3.0,Box Culvert,B,
N102,2238,LRP069a,Link,Box Culvert,23.949583,91.1169993,459.9999999999937,Culvert,,
N102,2239,LRP070,Link,BBaria 2 Sylhet180 km,23.9536389,91.1168327,192.0000000000073,KmPost,,
N102,2240,LRP070a,Bridge,Kath toli old Bridge,23.9529335260869,91.116861673913,90.6,RCC Girder Bridge,C,
N102,2241,LRP070a,Link,Bridge start,23.9551944,91.1163889,96.9999999999942,Bridge,,
N102,2242,LRP070b,Link,Bridge End,23.9561111,91.1160556,129.9999999999955,Bridge,,
N102,2243,LRP070c,Link,N103 on Right,23.9570833,91.1155556,581.0000000000031,"SideRoad,Right",,
N102,2244,LRP071,Link,Km post missing,23.9582222,91.1100556,1000.0,KmPost,,
N102,2245,LRP072,Link,Km post missing,23.96125,91.1020556,536.0000000000156,KmPost,,
N102,2246,LRP072a,Link,Rail Road Crossing,23.966,91.1015278,463.9999999999844,RailRoadCrossing,,
N102,2247,LRP073,Link,Km post missing,23.9701382,91.10125,63.00000000000239,KmPost,,
N102,2248,LRP073a,Link,Bridge Start,23.97067948041237,91.10119589793814,34.00000000000603,Bridge,,
N102,2249,LRP073b,Link,Bridge End,23.9709716,91.10116670000001,902.9999999999916,Bridge,,
N102,2250,LRP073e,Bridge,Dakhin Pouro tala bridge,23.9679353219827,91.1013978806034,32.15,RCC Girder Bridge,A,
N102,2251,LRP074,Link,Km post missing,23.9790549,91.1003333,325.0000000000028,KmPost,,
N102,2252,LRP074a,Link,Z1210 to Lalpur,23.9819438,91.10025,674.9999999999972,"SideRoad,Left",,
N102,2253,LRP075,Link,Km post missing,23.987583,91.10252779999999,1000.0,KmPost,,
N102,2254,LRP076,Link,Km post missing,23.9948886,91.1081667,233.9999999999947,KmPost,,
N102,2255,LRP076a,Link,N 103 on Right,23.9967497,91.10925,81.00000000001728,"SideRoad,Right",,
N102,2256,LRP077,Link,Madheppur 28 km Sylhet 175 km,23.9974719,91.1093056,475.9999999999991,KmPost,,
N102,2257,LRP077a,Bridge,Gabura Bridge.,23.9987492949579,91.109389610084,16.68,RCC Girder Bridge,C,
N102,2258,LRP077a,Link,Bridge Start,24.0016944,91.1095833,21.99999999999136,Bridge,,
N102,2259,LRP077b,Link,Bridge End,24.0018611,91.1095556,510.9999999999957,Bridge,,
N102,2260,LRP078,Link,Madhebpur 27 km sylhet 174,24.0064444,91.1086389,391.0000000000053,KmPost,,
N102,2261,LRP078a,Link,Box Culvert,24.0098333,91.1093333,385.0000000000051,Culvert,,
N102,2262,LRP078a,Bridge,SUHILPUR MIRHATI BOX CULVERT,24.006973103069,91.1087472335038,3.0,Box Culvert,A,
N102,2263,LRP078b,Bridge,MOLABI BARI CULVERT,24.0102985311688,91.1093858267532,6.5,Box Culvert,B,
N102,2264,LRP078b,Link,Box Culvert,24.0132778,91.10972220000001,223.9999999999895,Culvert,,
N102,2265,LRP079,Link,Km post missing,24.0152778,91.11,245.0000000000045,KmPost,,
N102,2266,LRP079a,Bridge,SUHIL PUR BOX CULVERT,24.0143670857142,91.1098735017857,7.0,Box Culvert,A,
N102,2267,LRP079a,Link,Box Culvert,24.0173882,91.1103056,765.0000000000006,Culvert,,
N102,2268,LRP080,Link,Post Convened with Send,24.0242493,91.1118056,374.0000000000094,KmPost,,
N102,2269,LRP080a,Link,Box Culvert,24.0275271,91.1124444,625.9999999999906,Culvert,,
N102,2270,LRP080a,Bridge,UTTOR SHOHIL PUR CULVERT,24.0245823385026,91.1118705048128,3.0,Box Culvert,B,
N102,2271,LRP081,Link,Km post missing,24.0330827,91.1129167,1015.000000000001,KmPost,,
N102,2272,LRP082,Link,Madhebpur 23 km Sylhet170 km,24.0421108,91.1139722,418.9999999999969,KmPost,,
N102,2273,LRP082a,Bridge,BATHBARIA BOX CULVERT,24.0426882295942,91.1140799386635,3.0,Box Culvert,A,
N102,2274,LRP082a,Link,Box Culvert,24.045833,91.1146667,549.0000000000066,Culvert,,
N102,2937,LRPE,Intersection,Meet with N2 at Sanail,24.0508333,91.1144444,0.0,Others,,
N104,2276,LRPS,SourceSink,Intersection with Z1031,23.0096667,91.3994163,445.0,Others,,4393.890535744629
N104,2277,LRPSa,Bridge,Shasaugtachha culvert,23.009361697528,91.3961485620224,3.65,Slab Culvert,A,
N104,2278,LRPSa,Link,Box culvert,23.0092778,91.3952497,554.9999999999999,Culvert,,
N104,2279,LRPSb,Bridge,S.S.SK ROAD SLAB CULVERT,23.0093022701123,91.3955118680898,2.7,Slab Culvert,B,
N104,2280,LRP001,Link,Km post missing,23.0093056,91.3898052,878.0000000000001,KmPost,,
N104,454,LRP001a,Intersection,Right to Comilla Left to Chittagong (N1),23.0095556,91.3813604,121.9999999999999,CrossRoad,,
N104,2282,LRP002,Link,Km post missing,23.0095278,91.3803604,676.0000000000001,KmPost,,
N104,2283,LRP002a,Bridge,PAZGACIA SLAB CULVERT,23.0098384198224,91.3741733526627,2.7,Slab Culvert,C,
N104,2284,LRP002a,Link,Box culvert,23.0098611,91.3737216,323.9999999999998,Culvert,,
N104,2285,LRP003,Link,"Begumgonj 33 km,Maijdee 43 km",23.0094444,91.37047159999999,1080.0,KmPost,,
N104,2286,LRP004,Link,"Begumgonj 32 km,Maijdee 42 km",23.0071667,91.3607778,269.9999999999995,KmPost,,
N104,2287,LRP004a,Link,Road to Gazirhat (Z1444),23.00625,91.3583611,419.9999999999999,"SideRoad,Right",,
N104,2288,LRP004b,Bridge,MATIARA SLAB CULVERT,23.00486624,91.3553213033333,2.7,Slab Culvert,B,
N104,2289,LRP004b,Link,Box culvert,23.0045556,91.35463890000001,30.00000000000025,Culvert,,
N104,2290,LRP005,Link,"Begumgonj 31 km,Maijdee 41 km",23.0044444,91.3543889,1000.0,KmPost,,
N104,2291,LRP006,Link,"Begumgonj 30 km,Maijdee 40 km",22.9990552,91.3471386,1010.0,KmPost,,
N104,2292,LRP007,Link,"Begumgonj 29 km,Maijdee 39 km",22.990583,91.3458886,1020.0,KmPost,,
N104,2293,LRP008,Link,"Begumgonj 28 km,Maijdee 38 km",22.9840274,91.3404719,160.0000000000001,KmPost,,
N104,2294,LRP008a,Bridge,SILONIA BOX CVLVERT,22.98388297,91.339993435,1.9,Box Culvert,A,
N104,2295,LRP008a,Link,Box culvert,22.983583,91.3389997,189.9999999999995,Culvert,,
N104,2296,LRP008b,Link,Bridge start,22.9825827,91.33752740000001,40.00000000000092,Bridge,,
N104,2297,LRP008b,Bridge,SILONIA PC GIDER BRIDGE,22.9831354973684,91.3383410394736,87.3,PC Girder Bridge,A,
N104,2298,LRP008c,Link,Bridge end,22.9818882,91.3371108,94.99999999999886,Bridge,,
N104,2299,LRP008d,Link,Road to Senbagh (Z1443),22.9815271,91.3369163,495.000000000001,"SideRoad,Right",,
N104,2300,LRP009,Link,"Begumganj 27 km,Maijdee 37 km",22.9772216,91.3354997,641.9999999999994,KmPost,,
N104,2301,LRP009a,Link,Box culvert,22.9715827,91.3343608,577.9999999999994,Culvert,,
N104,2302,LRP009a,Bridge,AMIR GOAN SLAB CULVERT,22.9725664333333,91.3345594866043,2.8,Slab Culvert,C,
N104,2303,LRP010,Link,"Begumganj 26 km,Maijdee 36 km",22.96643594421769,91.33371895459184,598.0000000000008,KmPost,,
N104,2304,LRP010a,Bridge,BAKER BAZAR BOX CULVERT,22.9621618217687,91.3331859341836,3.0,Box Culvert,A,
N104,2305,LRP010a,Link,Box culvert,22.9611111,91.33305490000001,371.9999999999999,Culvert,,
N104,2306,LRP011,Link,"Begumganj 25 km,Maijdee 35 km",22.9580556,91.3317216,750.0,KmPost,,
N104,2307,LRP011a,Link,Bridge start,22.9538611,91.326166,64.9999999999995,Bridge,,
N104,2308,LRP011a,Bridge,SAHID SLAM SHETU,22.9546105173333,91.3271586005333,48.1,RCC Girder Bridge,A,
N104,2309,LRP011b,Link,Bridge end,22.9535278,91.3257493,47.0000000000006,Bridge,,
N104,2310,LRP012,Link,"Begumganj 24 km,Maijdee 34 km",22.9532778,91.32538819999999,1000.0,KmPost,,
N104,2311,LRP013,Link,"Begumganj 23 km,Maijdee 33 km",22.9473886,91.3180271,160.0000000000001,KmPost,,
N104,2312,LRP013a,Link,Box culvert,22.9465274,91.31686040000001,792.9999999999993,Culvert,,
N104,2313,LRP013a,Bridge,CHONG ARPULL BOX CULVERT,22.9473724525,91.318005224375,3.0,Box Culvert,C,
N104,2314,LRP014,Link,"Begumganj 22 km,Maijdee 32 km",22.9420274,91.31097220000001,985.0000000000013,KmPost,,
N104,2315,LRP014a,Link,Road to Baktermunshi,22.9369719,91.3029444,9.000000000000341,"SideRoad,Left",,
N104,2316,LRP014b,Link,Road to Companiganj Z1441,22.9370552,91.303,5.999999999998451,"SideRoad,Left",,
N104,2317,LRP015,Link,Km post missing,22.9371386,91.3023056,577.9999999999994,KmPost,,
N104,2318,LRP015a,Bridge,DAGHANBUIYA SLAB CULVERT,22.9377824401384,91.2988712474048,4.4,Slab Culvert,C,
N104,2319,LRP015a,Link,Box culvert,22.9380552,91.2974163,707.0000000000025,Culvert,,
N104,2320,LRP016,Link,"Begumganj 20 km,Maijdee 30 km",22.939333,91.29091629999999,799.9999999999972,KmPost,,
N104,2321,LRP017,Link,"Begumganj 19 km,Maijdee 29 km",22.9396941,91.28316600000001,230.0000000000004,KmPost,,
N104,2322,LRP017a,Link,Road to Biroli Z -1030,22.940083,91.2809438,484.0000000000018,"SideRoad,Right",,
N104,2323,LRP017b,Link,Box culvert,22.9411108,91.2764716,600.0000000000014,Culvert,,
N104,2324,LRP017b,Bridge,RAMNAGAR BRIGE,22.9406775950413,91.2783565768595,6.0,RCC Bridge,A,
N104,2325,LRP018,SourceSink,"Begumganj 18 km,Maijdee 28 km",22.9426386,91.270916,685.9999999999964,KmPost,,3985.228241138391
N104,2326,LRP018a,Link,Box Culvert,22.9439719,91.2642222,268.0000000000007,Culvert,,
N104,2327,LRP018b,Link,Box Culvert,22.9443608,91.26186109999999,32.00000000000003,Culvert,,
N104,2328,LRP018c,Link,Noakhali RHD start / Noakhali RHD start,22.9444163,91.2616944,14.0000000000029,Others / Others,,
N104,2329,LRP019,Link,Km post missing,22.9444163,91.2616667,685.9999999999964,KmPost,,
N104,2330,LRP019a,Bridge,RAMNAGAR SIAB CULVERT,22.9436162237609,91.2660078638484,2.5,Slab Culvert,A,
N104,2331,LRP019b,Bridge,RAMNAGAR SLAB CULVERT (3),22.9440589671641,91.2636935955224,12.6,Box Culvert,B,
N104,2332,LRP020,Link,Infor.missing,22.9456941,91.2546667,1000.0,KmPost,,
N104,2333,LRP021,Link,"Begumganj 15 km,Maijdee 25 km",22.9496386,91.2465274,602.0000000000003,KmPost,,
N104,2334,LRP021a,Link,Box culvert,22.953,91.2419997,397.9999999999997,Culvert,,
N104,2335,LRP021a,Bridge,BHUYAIN DIGI CULVERT,22.9518106674418,91.2436016935216,3.1,Box Culvert,C,
N104,2336,LRP022,Link,"Begumganj 14 km,Maijdee 24 km",22.95575,91.23941629999999,800.0000000000007,KmPost,,
N104,2337,LRP022a,Link,Bridge start,22.9576944,91.23211040000001,10.00000000000156,Bridge,,
N104,2338,LRP022a,Bridge,COLLANDI Bridge,22.9571669815,91.234092125375,7.5,RCC Girder Bridge,C,
N104,2339,LRP022b,Link,Bridge end,22.9576667,91.2320271,189.9999999999977,Bridge,,
N104,2340,LRP023,Link,"Begumganj 13 km,Maijdee 23 km",22.9577222,91.230166,353.0000000000015,KmPost,,
N104,2341,LRP023a,Link,Road to Chanderhat (Z1416),22.9575556,91.22674930000001,507.9999999999991,"SideRoad,Left",,
N104,2342,LRP023b,Link,Box culvert,22.9573333,91.2218882,62.00000000000117,Culvert,,
N104,2343,LRP023b,Bridge,SANBAG CULVERT,22.9574308844488,91.2240221080708,2.8,Slab Culvert,B,
N104,2344,LRP023c,Link,Road to Senbagh Z-1421,22.95725,91.22122159999999,146.9999999999985,"SideRoad,Right",,
N104,2345,LRP024,Link,"Begumganj 12 km,Maijdee 20 km",22.9568611,91.2198604,964.9999999999999,KmPost,,
N104,2346,LRP025,Link,"Begumganj 11 km,Maijdee 21 km",22.9551111,91.21075,309.000000000001,KmPost,,
N104,2347,LRP025a,Bridge,SOMIR BAZAR SLAB CULVERT,22.9549506453074,91.2099171100323,2.5,Slab Culvert,A,
N104,2348,LRP025a,Link,Box culvert,22.9545278,91.2077222,736.0000000000007,Culvert,,
N104,2349,LRP026,Link,"Begumganj 10 km,Maijdee 18 km(Wrong Writting)",22.9539167,91.2010833,1009.999999999998,KmPost,,
N104,2350,LRP027,Link,"Begumganj 9 km,Maijdee 17 km(Wrong Writting)",22.95325,91.19108299999999,286.999999999999,KmPost,,
N104,2351,LRP027a,Link,Slab culvert,22.9523611,91.1869997,131.0000000000038,Culvert,,
N104,2352,LRP027a,Bridge,SHIBPUR SLAB CULVERT,22.9526646268292,91.1883939975609,2.7,Slab Culvert,C,
N104,2353,LRP028,Link,"Begumganj 8 km,Maijdee 16 km(Wrong Writting)",22.9515,91.1813604,1293.999999999997,KmPost,,
N104,2354,LRP028a,Link,2 V-Box culvert,22.9496108,91.1749438,328.000000000003,Culvert,,
N104,2355,LRP028a,Bridge,BAROPAL SLAB CULVERT,22.9499684924265,91.1761586894899,9.1,Box Culvert,A,
N104,2356,LRP029,Link,"Begumganj 7 km,Maijdee 17 km",22.9486108,91.1720271,939.9999999999977,KmPost,,
N104,2357,LRP030,Link,"Begumganj 6 km,Maijdee 16 km",22.9486941,91.16275,720.0000000000024,KmPost,,
N104,2358,LRP030a,Link,Box culvert,22.9479441,91.1571111,320.0000000000003,Culvert,,
N104,2359,LRP030a,Bridge,SONYGOFULL CULVERT,22.9483211833333,91.1599462136111,3.0,Slab Culvert,B,
N104,2360,LRP031,Link,"Begumganj 5 km,Maijdee 13 km",22.9476941,91.15302779999999,611.9999999999983,KmPost,,
N104,2361,LRP031a,Link,Slab culvert,22.9476941,91.147083,378.0000000000001,Culvert,,
N104,2362,LRP031a,Bridge,PASHIMSIB PUR,22.9476941,91.1496474235294,6.0,RCC Bridge,C,
N104,2363,LRP032,Link,"Begumganj 4 km,Maijdee 12 km",22.9473052,91.1434441,320.999999999998,KmPost,,
N104,2364,LRP032a,Link,Box culvert,22.9468608,91.14049969999999,679.000000000002,Culvert,,
N104,2365,LRP032a,Bridge,HAZIPUR CULVERT,22.9472470542056,91.1430588514018,3.2,Slab Culvert,B,
N104,2366,LRP033,Link,Km post missing,22.9458608,91.1339997,341.9999999999987,KmPost,,
N104,2367,LRP034,Link,Km post missing,22.9459719,91.124416,417.9999999999993,KmPost,,
N104,2368,LRP034a,Link,Z-1450 road end,22.9459441,91.1264993,330.0000000000054,"SideRoad,Left",,
N104,2369,LRP034a,Bridge,Chowmohoni Bazar(right),22.9459525242424,91.1260321333333,20.5,PC Girder Bridge,A,
N104,2370,LRP034b,Link,Bridge start,22.9459997,91.123416,19.99999999999602,Bridge,,
N104,2371,LRP034c,Link,Bridge end,22.9459997,91.1232771,9.99999999999801,Bridge,,
N104,2372,LRP034d,Link,Z-1420,22.9460274,91.12305490000001,170.0000000000017,"SideRoad,Right",,
N104,2373,LRP034e,Link,"Z-1450,Road Start",22.9458886,91.1214993,39.99999999999915,"SideRoad,Left",,
N104,2374,LRP034f,Link,Rail road crossing,22.9458608,91.121166,670.0000000000017,RailRoadCrossing,,
N104,2375,LRP035,Link,Km post missing,22.9453886,91.1147222,491.9999999999973,KmPost,,
N104,2376,LRP035a,Link,Bridge start,22.9446941,91.1099722,50.00000000000426,Bridge,,
N104,2377,LRP035a,Bridge,krimpur Bridge,22.9451020481707,91.1127623422764,38.2,Steel Beam & RCC Slab,B,
N104,2378,LRP035b,Link,Bridge end,22.9446663,91.1095556,457.9999999999984,Bridge,,
N104,2379,LRP036,Link,Km post missing,22.9447219,91.1050556,33.00000000000125,KmPost,,
N104,2380,LRP036a,Link,"Road to Sonaimuri (R142),Begumganj More",22.9447497,91.10472220000001,0.9999999999976694,"SideRoad,Right",,
N104,2381,LRP036a,Bridge,ALIPUR BOX CULVERT,22.9406700125474,91.104453648309,3.1,Box Culvert,A,
N104,2382,LRP036b,Bridge,CONTRACTOR MOSJIDE BOX CULNERT,22.9362668298342,91.1041743657458,6.5,Box Culvert,A,
N104,2383,LRP036b,Link,Road to Lakshmipur (R140),22.94473380353983,91.10472080707964,338.000000000001,"SideRoad,Right",,
N104,2384,LRP036c,Link,Box culvert,22.94010901783129,91.10441676780542,277.9999999999987,Culvert,,
N104,2385,LRP037,Link,Km post missing,22.9363052,91.10416670000001,362.0000000000019,KmPost,,
N104,2386,LRP037a,Bridge,DARMACHPUR CULVERT,22.9342244369685,91.104168539926,3.2,Slab Culvert,C,
N104,2387,LRP037a,Link,Box culvert,22.9360274,91.10422220000001,541.0000000000039,Culvert,,
N104,2388,LRP037b,Link,Box culvert,22.9313604,91.1040833,446.9999999999956,Culvert,,
N104,2389,LRP038,Link,Km post missing,22.9274438,91.10355559999999,530.0000000000011,KmPost,,
N104,2390,LRP038a,Bridge,MAMZAN BIBO BOX CULVERT,22.9256782339622,91.1032458267924,18.6,Box Culvert,B,
N104,2391,LRP038a,Link,Bridge start,22.9226938,91.1027222,19.99999999999602,Bridge,,
N104,2392,LRP038b,Link,Bridge end,22.9225271,91.1026667,234.9999999999994,Bridge,,
N104,2393,LRP038c,Bridge,AKLASPUR CULVERT,22.9210135531914,91.1023406859574,3.0,Box Culvert,B,
N104,2394,LRP039,Link,"Maijdee 6 km,Sonapur 11 km",22.9207216,91.1022778,326.9999999999982,KmPost,,
N104,2395,LRP039a,Link,Box culvert,22.9177771,91.1021944,663.0000000000039,Culvert,,
N104,2396,LRP040,Link,"Maijdee 5 km,Sonapur 10 km",22.9116667,91.102,575.0000000000028,KmPost,,
N104,2397,LRP040a,Bridge,BARIPOLE BOX,22.9097675528695,91.101540877913,6.2,Box Culvert,D,
N104,2398,LRP040a,Link,Box culvert,22.9066111,91.10077779999999,429.9999999999997,Culvert,,
N104,2399,LRP040b,Bridge,KABOWA BAZAR BOX CULVERT,22.9033930767441,91.0999670297674,9.4,Box Culvert,A,
N104,2400,LRP041,Link,"Maijdee 4 km,Sonapur 9 km",22.9028611,91.09983299999999,310.0000000000023,KmPost,,
N104,2401,LRP041a,Link,Box culvert,22.9001667,91.099333,709.9999999999937,Culvert,,
N104,2402,LRP042,Link,"Maijdee 3 km,Sonapur 8 km",22.8939441,91.0983052,1000.0,KmPost,,
N104,2403,LRP043,Link,Km post missing,22.8851108,91.09702740000002,20.00000000000313,KmPost,,
N104,2404,LRP043a,Link,Box Culvert,22.8849163,91.0970552,210.0000000000009,Culvert,,
N104,2405,LRP043b,Link,Road to Right R-143,22.8833886,91.0971386,758.0000000000027,"SideRoad,Right",,
N104,2406,LRP043c,Link,Bridge start,22.8767493,91.09683299999999,11.99999999999335,Bridge,,
N104,2407,LRP043d,Link,Bridge end,22.8766382,91.0968608,20.00000000000313,Bridge,,
N104,2408,LRP044,Link,"Maijdee 1 km,Sonapur 6 km",22.8760549,91.09691629999999,179.9999999999997,KmPost,,
N104,2409,LRP044a,Link,Box Culvert,22.8743327,91.0969719,380.0000000000026,Culvert,,
N104,2410,LRP044b,Bridge,TOWN HALL MORE CULVERT,22.8713671275862,91.0969029620689,1.0,Slab Culvert,C,
N104,2411,LRP044b,Link,Box Culvert,22.87139801896552,91.09690368017242,83.99999999999608,Culvert,,
N104,2412,LRP044c,Link,Bridge start,22.8707493,91.0968886,9.000000000000341,Bridge,,
N104,2413,LRP044d,Bridge,BOXSI MAZIR BOX CULVERT,22.8674438,91.0970645,6.4,Box Culvert,A,
N104,2414,LRP044d,Link,Bridge end,22.870666,91.0968886,326.9999999999982,Bridge,,
N104,2415,LRP044e,Link,Box Culvert,22.8674438,91.0969719,60.00000000000227,Culvert,,
N104,2416,LRP044f,Link,"Z-1452,Link Section end (Maijdee Station road)",22.8674438,91.0971108,18.00000000000068,"SideRoad,Left",,
N104,2417,LRP045,Link,Km post missing,22.8653611,91.0970552,121.9999999999999,KmPost,,
N104,2418,LRP045a,Bridge,GAPTANG BOX CULVERT,22.8644948384615,91.0969575561538,6.5,Box Culvert,A,
N104,2419,LRP045a,Link,"Z-1452,Maijdee Station road / Road to Dadpur,Z-1429",22.8653333,91.09702740000002,259.999999999998,"SideRoad,Left / SideRoad,Right",,
N104,2420,LRP045b,Bridge,POKIR PUR BOX CULVERT,22.8607331215686,91.0962115705882,3.5,Box Culvert,B,
N104,2421,LRP045c,Link,Box culvert,22.8633333,91.0968608,270.0000000000031,Culvert,,
N104,2422,LRP045d,Link,Box Culvert,22.861,91.0962497,101.9999999999968,Culvert,,
N104,2423,LRP046,Link,"Sonapur 4 km, Bagumganj 10 km, Maijdee 1 km",22.8600278,91.0961108,1103.000000000002,KmPost,,
N104,2424,LRP046a,Link,Box culvert,22.857,91.0963886,244.9999999999974,Culvert,,
N104,2425,LRP047,Link,"Sonapur 3 km,Begumganj 11 km",22.8530637372973,91.09663873837836,679.9999999999998,KmPost,,
N104,2426,LRP047a,Bridge,DATARAHAT RCC GIDER BRIDGE,22.8471995091891,91.0970113935135,10.4,RCC Girder Bridge,B,
N104,2427,LRP047c,Bridge,OUTTOR SONAPUR BOX CULVERT,22.8385164697674,91.0992446418604,2.0,Box Culvert,A,
N104,2428,LRP048,Link,"Sonapur 2 km,Begumganj 12 km,Maijdee 3 km",22.8421386,91.09733299999999,120.0000000000045,KmPost,,
N104,2429,LRP048a,Bridge,UTTOR SONAPUR SLAB CULVERT,22.8365042056847,91.0998638767441,2.0,Slab Culvert,B,
N104,2430,LRP048a,Link,Bridge start,22.8414441,91.0982219,86.00000000000563,Bridge,,
N104,2431,LRP048b,Bridge,SONAMIPUR BOX CULVERT,22.8319003302681,91.1006688726053,3.0,Box Culvert,A,
N104,2432,LRP048b,Link,Bridge end,22.8413886,91.0983608,773.9999999999939,Bridge,,
N104,2433,LRP048c,Link,Box culvert,22.8345274,91.10047220000001,219.9999999999989,Culvert,,
N104,2434,LRP049,Link,Sonapur 1 km,22.8328049,91.1005278,12.00000000000045,KmPost,,
N104,2435,LRP049a,Link,Box culvert,22.8324993,91.1005833,521.9999999999984,Culvert,,
N104,2436,LRP049b,Link,Box culvert,22.8278327,91.10125,115.9999999999997,Culvert,,
N104,2437,LRP049c,Link,Sonapur Link Road Z-1440,22.8268086559322,91.10134555254236,120.0000000000045,"SideRoad,Right",,
N104,2438,LRPE,SourceSink,Meet with Z1441& Z1405 at Sonapur.,22.8257493,91.1014444,0.0,Others,,3985.228241138391
N105,38,LRPS,SourceSink,"Starts of road from N1,Dhaka teknaf road at Madanpur.",23.6904163,90.546583,1000.0,Others,,6559.539598129379
N105,2440,LRPSa,Bridge,MODONPUR,23.6906082999999,90.5467174752,12.8,Box Culvert,C,
N105,2441,LRP001,Link,Km post missing,23.6984163,90.5510556,120.0000000000001,KmPost,,
N105,2442,LRP001a,Bridge,MODONPUR COLLEGE,23.69915705,90.5514491,6.25,Box Culvert,A,
N105,2443,LRP001a,Link,Box culvert,23.6993052,90.55152779999999,934.0000000000001,Culvert,,
N105,2444,LRP002,Link,"Bangabandhu Bridge 128 km,Mymensingh 132 km",23.7055278,90.5576944,281.9999999999996,KmPost,,
N105,2445,LRP002a,Bridge,LALADI CULVERT,23.7070840042553,90.5594803060283,6.1,Box Culvert,A,
N105,2446,LRP002a,Link,Box culvert,23.7072222,90.55963890000001,773.0000000000001,Culvert,,
N105,2447,LRP003,Link,"Bangabandhu bridge 127 km,Mymensingh 130 km",23.7118889,90.5651111,696.0000000000002,KmPost,,
N105,2448,LRP003a,Link,Box culvert,23.7161944,90.5700827,300.0000000000003,Culvert,,
N105,2449,LRP003a,Bridge,KHAJLA PUR,23.7159717017241,90.5698255482758,6.0,Box Culvert,A,
N105,2450,LRP004,Link,"Bangabandhu bridge 126 km,Mymensingh 129 km,Gazipur 45 km",23.7179993,90.57222159999999,429.9999999999997,KmPost,,
N105,2451,LRP004a,Link,Tanaki Road,23.7206104,90.57536040000001,592.9999999999991,"SideRoad,Right",,
N105,2452,LRP005,Link,"Bangabandhu bridge 125 km,Mymensingh 128 km,Gazipur 44 km",23.7242216,90.57947159999999,564.0000000000009,KmPost,,
N105,2453,LRP005a,Link,Box culvert,23.7277216,90.5834441,435.999999999999,Culvert,,
N105,2454,LRP005c,Bridge,KAZI PARA,23.7274051106382,90.5830848845744,6.1,Box Culvert,A,
N105,2455,LRP006,Link,"Bangabandhu bridge 124 km,Gazipur 43 km,Mymensingh 127 km",23.7303882,90.5865552,101.0000000000009,KmPost,,
N105,2456,LRP006a,Bridge,BOSTROL CULVERT,23.7307182495049,90.5869127247524,6.0,Box Culvert,A,
N105,2457,LRP006a,Link,Box culvert,23.7310549,90.5872774,80.00000000000007,Culvert,,
N105,2458,LRP006b,Link,"R114, Nayapur- Raipura Road",23.7314716,90.58777740000001,472.0000000000004,"SideRoad,Right",,
N105,2459,LRP006c,Link,Box Culvert,23.7357219,90.5871941,346.9999999999986,Culvert,,
N105,2460,LRP007,Link,"Bangabondhu Bridge-123 km,Mymanshingh -126 km, Gazipur 42 km",23.7388052,90.5868052,95.00000000000064,KmPost,,
N105,2461,LRP007a,Link,"Z1090, Majerchar -Kayetpara Road",23.7396663,90.5867219,565.9999999999999,CrossRoad,,
N105,2462,LRP007b,Link,Bridge Start,23.7445552,90.5856108,42.0000000000007,Bridge,,
N105,2463,LRP007c,Link,Bridge end,23.7448608,90.58541629999999,311.9999999999985,Bridge,,
N105,2464,LRP008,Link,"Bangabondhu Bridge- 122 km, Mymensingh- 125 km, Gazipur 41km",23.747333,90.58408299999999,1022.0,KmPost,,
N105,2465,LRP009,SourceSink,"Bangabondhu Bridge 121km, Mymensingh- 124 km, Gazipur 40 km",23.7538611,90.58058270000001,125.0,KmPost,,5170.716807334803
N105,2466,LRP009a,Link,Box Culvert,23.7561111,90.5792493,417.0000000000016,Culvert,,
