road;chainage;lrp;lat;lon;gap;type;name
N207;54.885;LRP055;24.5477497;91.7306104;;KmPost;Sylhet 51 km
N207;55.454;LRP055a;24.5524444;91.7286104;;Culvert;Box Culvert
N207;55.855;LRP056;24.5558611;91.7274993;;KmPost;Sylhet 50 km
N207;56.56;LRP056a;24.5609444;91.7236382;BS;Bridge;Bridge start
N207;56.58;LRP056b;24.5611111;91.7235271;BE;Bridge;Bridge end
N207;56.855;LRP057;24.5636667;91.7225549;;KmPost;Sylhet 49 km
N207;57.097;LRP057a;24.5657222;91.7222771;;Culvert;Box Culvert
N207;57.775;LRP058;24.5717216;91.7228327;;KmPost;Sylhet 48 km
N207;58.825;LRP059;24.575916;91.7191382;;KmPost;Sylhet 47 km
N207;59.825;LRP060;24.5773049;91.7096944;;KmPost;Sylhet 46 km
N207;60.319;LRP060a;24.577916;91.7049444;;Culvert;Box Culvert
N207;60.73;LRP061;24.578166;91.7009167;;KmPost;Sylhet 45 km
N207;61.129;LRP061a;24.5770549;91.6972774;;Culvert;Box Culvert
N207;61.551;LRP061b;24.5763049;91.6932497;BS;Bridge;Bridge start
N207;61.617;LRP061c;24.5762493;91.6926941;BE;Bridge;Bridge end
N207;61.715;LRP062;24.5761382;91.6918608;;KmPost;Sylhet 44 km
N207;62.022;LRP062a;24.576666;91.6888886;;Culvert;Box Culvert
N207;62.725;LRP063;24.5821104;91.6871108;;KmPost;Sylhet 43 km
N207;62.922;LRP063a;24.5837774;91.6868052;BS;Bridge;Bridge start
N207;62.934;LRP063b;24.5838608;91.6867774;BE;Bridge;Bridge end
N207;63.675;LRP064;24.5894997;91.6839441;;KmPost;Sylhet 42 km
N207;64.032;LRP064a;24.5918052;91.6817216;BS;Bridge;Bridge start
N207;64.144;LRP064b;24.5926663;91.6815827;BE;Bridge;Bridge end
N207;64.695;LRP064c;24.5977497;91.6809716;;Culvert;Box Culvert
N207;64.715;LRP065;24.598083;91.6809716;;KmPost;Sylhet 41 km
N207;65.685;LRP066;24.6066111;91.6799438;;KmPost;Sylhet 40 km
N207;66.091;LRP066a;24.6095556;91.6780271;;Culvert;Box Culvert
N207;66.685;LRP067;24.6150556;91.6772216;;KmPost;Sylhet 39 km
N207;67.635;LRP068;24.6232771;91.678166;;KmPost;Sylhet 38 km
N207;67.985;LRPE;24.6263327;91.6775271;;Others;Road end with N2 at Mukti joddha Chattor Sherpur.
N208;0;LRPS;24.4713604;91.7655556;;Others;Road Start from N207 infront of RHD
N208;1;LRP001;24.4757216;91.7727771;;KmPost;Km post missing
N208;1.305;LRP001a;24.4756382;91.7758049;;Culvert;Box culvert
N208;1.82;LRP001b;24.4757216;91.7757216;;Culvert;Box Culvert
N208;2;LRP002;24.4809716;91.7777216;;KmPost;Km post missing
N208;2.509;LRP002a;24.4852497;91.7766382;BS;Bridge;Bridge start
N208;2.526;LRP002b;24.4854163;91.7766104;BE;Bridge;Bridge end
N208;3;LRP003;24.489333;91.7751104;;KmPost;Km post missing
N208;3.19;LRP003a;24.4909719;91.7744993;;SideRoad,Right;Z2002,Moulavibazar-Chatla Cheek post road
N208;3.5;LRP003b;24.4936941;91.7742216;BS;Bridge;Bridge start
N208;3.65;LRP003c;24.4948608;91.7734438;BE;Bridge;Bridge end
N208;4;LRP004;24.4978886;91.7734993;;KmPost;Km post missing
N208;4.613;LRP004a;24.5006389;91.7786382;;Culvert;Box culvert
N208;5;LRP005;24.5017778;91.7823327;;KmPost;Km post missing
N208;5.383;LRP005a;24.5028056;91.7859441;;Culvert;Box culvert
N208;5.856;LRP005b;24.5036111;91.7904719;;Culvert;Box culvert
N208;5.885;LRP006;24.5036389;91.7907774;;KmPost;Information missing
N208;6.529;LRP006a;24.5031944;91.7970274;;Culvert;Box culvert
N208;6.885;LRP007;24.5028056;91.8006111;;KmPost;Km post missing
N208;6.944;LRP007a;24.5027222;91.8011667;;Culvert;Box culvert
N208;7;LRP007b;24.5026944;91.8017222;;Culvert;Box culvert
N208;7.885;LRP008;24.5015556;91.8103611;;KmPost;Km post missing
N208;8.585;LRP008a;24.5007778;91.8167216;;Culvert;Box culvert
N208;8.885;LRP009;24.5018333;91.8195271;;KmPost;Km post missing
N208;9.423;LRP009a;24.50375;91.8243327;BS;Bridge;Bridge start
N208;9.462;LRP009b;24.5038889;91.8246382;BE;Bridge;Bridge end
N208;9.835;LRP010;24.50525;91.8280271;;KmPost;Information missing
N208;9.934;LRP010a;24.5055278;91.828916;;Culvert;Box culvert
N208;10.273;LRP010b;24.5066389;91.8320827;;Culvert;Box culvert
N208;10.835;LRP011;24.5093333;91.836833;;KmPost;Km post missing
N208;11.469;LRP011a;24.5126667;91.841833;;Culvert;Box culvert
N208;11.638;LRP011b;24.5134722;91.8431941;;Culvert;Box culvert
N208;11.8;LRP012;24.51425;91.8444719;;KmPost;Information missing
N208;12.166;LRP012a;24.5160278;91.8474997;;Culvert;Box culvert
N208;12.8;LRP013;24.5176382;91.8535;;KmPost;Km post missing
N208;12.818;LRP013a;24.517666;91.8536389;;Culvert;Box culvert
N208;13.461;LRP013b;24.5179438;91.8599722;;SideRoad,Right;R281,Rajnagar-Charkhai road
N208;13.47;LRP013c;24.5179716;91.8599722;;Culvert;Box Culvert
N208;13.8;LRP014;24.5204438;91.8619167;;KmPost;Km post missing
N208;14.262;LRP014a;24.5240827;91.8640833;;Culvert;Box culvert
N208;14.465;LRP015;24.525666;91.865;;KmPost;Sylhet 48 km
N208;14.609;LRP015a;24.5268049;91.8656667;;Culvert;Box culvert
N208;15.465;LRP016;24.5337497;91.869166;;KmPost;Sylhet 47 km
N208;15.525;LRP016a;24.5342497;91.8692493;;Culvert;Box culvert
N208;15.697;LRP016b;24.5357774;91.8696104;;Culvert;Box culvert
N208;16.465;LRP017;24.5410552;91.8741382;;KmPost;Sylhet 46 km
N208;16.546;LRP017a;24.541583;91.874666;;Culvert;Box culvert
N208;16.954;LRP017b;24.5444163;91.8771104;;Culvert;Box culvert
N208;17.465;LRP018;24.5484441;91.8796104;;KmPost;Sylhet 45 km
N208;17.89;LRP018a;24.552;91.8809716;;Culvert;Box culvert
N208;18.465;LRP019;24.5570833;91.8820827;;KmPost;Sylhet 44 km
N208;18.551;LRP019a;24.5578056;91.8821938;BS;Bridge;Bridge start
N208;18.573;LRP019b;24.558;91.8822493;BE;Bridge;Bridge end
N208;19.465;LRP020;24.5656944;91.8848608;;KmPost;Sylhet 43 km
N208;19.76;LRP020a;24.5681382;91.8859441;BS;Bridge;Bridge start
N208;19.831;LRP020b;24.5684438;91.8861386;BE;Bridge;Bridge END
N208;20.264;LRP020c;24.5719993;91.8884441;;Culvert;Box culvert
N208;20.408;LRP020d;24.573166;91.8888608;;Culvert;Box culvert
N208;20.465;LRP021;24.57386211;91.88910649;;KmPost;Sylhet 42 km
N208;20.64;LRP021a;24.5759993;91.8898608;;Culvert;Box culvert
N208;20.894;LRP021b;24.5773049;91.8906386;;Culvert;Box Culvert
N208;21.465;LRP022;24.5818604;91.8931941;;KmPost;Sylhet 41 km
N208;21.5;LRP022a;24.5819993;91.8932497;;Culvert;Box culvert
N208;22.233;LRP022b;24.5884441;91.894833;;Culvert;Box culvert
N208;22.411;LRP022c;24.5898886;91.8956108;;Culvert;Box Culvert
N208;22.465;LRP023;24.5902774;91.8960552;;KmPost;Sylhet 40 km
N208;22.809;LRP023a;24.5930552;91.8979997;;Culvert;Box culvert
N208;23.143;LRP023b;24.5958052;91.898583;;Culvert;Box culvert
N208;23.275;LRP023c;24.5966108;91.8988608;;Culvert;Box culvert
N208;23.452;LRP023d;24.5981386;91.8992497;;Culvert;Box Culvert
N208;23.465;LRP024;24.5983886;91.899333;;KmPost;Sylhet 39 km
N208;23.787;LRP024a;24.6011389;91.9003333;;Culvert;Box culvert
N208;24.208;LRP024b;24.6045556;91.9019167;;Culvert;Box culvert
N208;24.465;LRP025;24.6067222;91.9029722;;KmPost;Sylhet 38 km
N208;24.615;LRP025a;24.6079722;91.9035;;Culvert;Box culvert
N208;25.056;LRP025b;24.6116389;91.9049167;BS;Bridge;Bridge start
N208;25.102;LRP025c;24.612;91.9050556;BE;Bridge;Bridge end
N208;25.263;LRP025d;24.6133056;91.9056111;;Culvert;Box culvert
N208;25.445;LRP026;24.61475;91.9062222;;KmPost;Sylhet 37 km
N208;25.556;LRP026a;24.6156944;91.9066111;;Culvert;Box culvert
N208;26.425;LRP026b;24.623416;91.9078056;;Culvert;Box culvert
N208;26.465;LRP027;24.6239716;91.9079444;;KmPost;Sylhet 36 km
N208;26.556;LRP027a;24.6247493;91.9081111;BS;Bridge;Bridge start
N208;26.584;LRP027b;24.6249716;91.9081667;BE;Bridge;Bridge end
N208;26.69;LRP027c;24.6281938;91.9090556;;Culvert;Box culvert
N208;27.196;LRP027d;24.6302216;91.9096111;;Culvert;Box culvert
N208;27.343;LRP027e;24.6313604;91.9093333;;Culvert;Box culvert
N208;27.455;LRP027f;24.632416;91.9104167;;Culvert;Box culvert
N208;27.475;LRP028;24.6325827;91.9104444;;KmPost;Sylhet 35 km
N208;27.805;LRP028a;24.6343052;91.9129167;;Culvert;Box culvert
N208;28.107;LRP028b;24.6365274;91.9144444;;Culvert;Box culvert
N208;28.383;LRP028c;24.6387774;91.9153333;;Culvert;Box culvert
N208;28.475;LRP029;24.6397497;91.9158056;;KmPost;Sylhet 34 km
N208;28.702;LRP029a;24.6417219;91.91625;;Culvert;Box culvert
N208;28.806;LRP029b;24.6426108;91.9163333;;Culvert;Box culvert
N208;29.064;LRP029c;24.6448608;91.9167771;BS;Bridge;Bridge start
N208;29.094;LRP029d;24.6451108;91.9168604;BE;Bridge;Bridge end
N208;29.475;LRP030;24.6483608;91.917916;;KmPost;Sylhet 33 km
N208;29.514;LRP030a;24.6486663;91.9180549;;Culvert;Box culvert
N208;30.016;LRP030b;24.6515;91.9218882;;Culvert;Box culvert
N208;30.415;LRP030c;24.6543056;91.9239716;;Culvert;Box culvert
N208;30.475;LRP031;24.6548056;91.9240827;;KmPost;Km post missing
N208;30.593;LRP031a;24.6558056;91.9243604;;Culvert;Box culvert
N208;30.809;LRP031b;24.6574722;91.9253327;;Culvert;Box culvert
N208;31.11;LRP031c;24.66;91.9258327;;Culvert;Box culvert
N208;31.29;LRP032;24.6614722;91.9256938;;KmPost;Info.Missing
N208;31.611;LRP032a;24.6643611;91.9257771;;Culvert;Box culvert
N208;31.86;LRP032b;24.6666389;91.9264993;;Culvert;Box Culvert
N208;31.92;LRP032c;24.6668604;91.9267771;;SideRoad,Right;Z2020 to Palbari
N208;32.065;LRP032d;24.6680271;91.927416;BS;Bridge;Bridge start
N208;32.092;LRP032e;24.6682216;91.9275549;BE;Bridge;Bridge end
N208;32.275;LRP033;24.6697216;91.9282493;;KmPost;Sylhet 30 km
N208;32.314;LRP033a;24.6700271;91.9283604;;Culvert;Box culvert
N208;32.708;LRP033b;24.673416;91.9294993;;Culvert;Box culvert
N208;33.255;LRP034;24.6782493;91.9300827;;KmPost;Sylhet 29 km
N208;33.554;LRP034a;24.6809438;91.9302771;;Culvert;Box culvert
N208;33.759;LRP034b;24.6827771;91.9303882;;Culvert;Box culvert
N208;33.998;LRP034c;24.6848886;91.9304993;;Culvert;Box culvert
N208;34.12;LRP034d;24.6859719;91.930666;;Culvert;Box culvert
N208;34.235;LRP035;24.6869163;91.9309438;;KmPost;Sylhet 28 km
N208;34.415;LRP035a;24.6884163;91.9313604;;Culvert;Box culvert
N208;34.5;LRP035b;24.6884719;91.9314438;;Culvert;Box culvert
N208;34.565;LRP035c;24.6897219;91.9317216;;Culvert;Box culvert
N208;34.764;LRP035d;24.6913608;91.9323327;;Culvert;Box culvert
N208;34.919;LRP035e;24.6925274;91.9331104;;Culvert;Box Culvert
N208;35.04;LRP035f;24.6934997;91.933583;;SideRoad,Right;Z2020 to Palbari
N208;35.235;LRP036;24.695083;91.9325549;;KmPost;Km post missing
N208;35.373;LRP036a;24.6961108;91.9318327;BS;Bridge;Bridge start
N208;35.643;LRP036b;24.6981386;91.930416;BE;Bridge;Bridge end
N208;36.235;LRP037;24.7032778;91.9288327;;KmPost;Km post missing
N208;36.503;LRP037a;24.7055833;91.9287771;;Culvert;Box culvert
N208;37.235;LRP038;24.7120833;91.9285827;;KmPost;Km post missing
N208;37.814;LRP038a;24.7172493;91.9283327;BS;Bridge;Bridge start
N208;37.945;LRP038b;24.718416;91.9283049;BE;Bridge;Bridge end
N208;38.235;LRP039;24.7210271;91.9288327;;KmPost;Km post missing
N208;38.266;LRP039a;24.7212771;91.9288882;;RailRoadCrossing;Rail Road Crossing
N208;38.665;LRP040;24.7248882;91.9284716;;KmPost;Sylhet 21 km
N208;39.621;LRP040a;24.7332216;91.9266938;;Culvert;Box culvert
N208;39.665;LRP041;24.7336386;91.9265271;;KmPost;Sylhet 20 km
N208;40.615;LRP041a;24.7416941;91.923416;BS;Bridge;Bridge start
N208;40.665;LRP042;24.7425552;91.9231382;BE;KmPost / Bridge;Km post missing / Bridge end
N208;41.248;LRP042b;24.7470552;91.9215549;;Culvert;Box culvert
N208;41.665;LRP043;24.7506389;91.9203049;;KmPost;Km post missing
N208;41.874;LRP043a;24.7524167;91.919666;;Culvert;Box culvert
N208;42.159;LRP043b;24.7549167;91.9188049;BS;Bridge;Bridge start
N208;42.201;LRP043c;24.7551944;91.9187216;BE;Bridge;Bridge end
N208;42.675;LRP044;24.7593056;91.9172771;;KmPost;Sylhet 17 km
N208;43.675;LRP045;24.7679993;91.9145;;KmPost;Km post broken
N208;43.835;LRP045a;24.7693882;91.9140833;BS;Bridge;Bridge start
N208;43.867;LRP045b;24.7696382;91.9140278;BE;Bridge;Bridge end
N208;44.675;LRP046;24.7767216;91.9126944;;KmPost;Km post missing
N208;44.94;LRP046a;24.778916;91.9118056;BS;Bridge;Bridge start
N208;44.974;LRP046b;24.7792216;91.9116944;BE;Bridge;Bridge end
N208;45.675;LRP047;24.7854163;91.9097778;;KmPost;Km post missing
N208;45.837;LRP047a;24.7868886;91.9095278;;Culvert;Box culvert
N208;46.517;LRP047b;24.7928886;91.9097778;BS;Bridge;Bridge start
N208;46.551;LRP047c;24.7931386;91.9098056;BE;Bridge;Bridge end
N208;46.675;LRP048;24.7943052;91.9099722;;KmPost;Sylhet 13 km
N208;47.675;LRP049;24.8026111;91.9132222;;KmPost;Km post missing
N208;47.79;LRP049a;24.8035556;91.9135833;BS;Bridge;Bridge start
N208;47.818;LRP049b;24.80379201;91.91351124;BE;Bridge;Bridge end
N208;48.675;LRP050;24.8110278;91.9113056;;KmPost;Km post missing
N208;49.675;LRP051;24.8191382;91.9014722;;KmPost;Km post missing
N208;50.665;LRP052;24.8263327;91.9015;;KmPost;Sylhet 9 km
N208;50.82;LRP052a;24.8275549;91.9007778;;Culvert;Box culvert
N208;51.05;LRP052b;24.8286938;91.9000556;;SideRoad,Right;Z2832,Daudabad-Vdeshwar road
N208;51.665;LRP053;24.83458573;91.89835437;;KmPost;Sylhet 8 km
N208;51.743;LRP053a;24.835333;91.8981386;BS;Bridge;Bridge start
N208;51.768;LRP053b;24.8354719;91.8979719;BE;Bridge;Bridge end
N208;52.665;LRP054;24.8425552;91.895583;;KmPost;Sylhet 7 km
N208;53.342;LRP054a;24.8479997;91.896583;;SideRoad,Right;N210, Sylhet Bypass road
N208;53.585;LRP055;24.8495274;91.8949163;;KmPost;Sylhet 8 km
N208;54.585;LRP056;24.8557778;91.8881108;;KmPost;Sylhet 7 km
N208;55.51;LRP056a;24.8615278;91.8818604;;Culvert;Box culvert
N208;55.595;LRP057;24.8618889;91.8810271;;KmPost;Sylhet 6 km
N208;56.595;LRP058;24.8694993;91.8760271;;KmPost;Sylhet 5 km
N208;57.495;LRPE;24.8775549;91.8753604;;Others;Road end at Humayun Rashid Chattar, Intersection od N2 and N208
R151;0;LRPS;22.8940552;91.5346941;;Others;Road start from N1 at Baraiyerhat.
R151;0.135;LRPSa;22.8946941;91.5357219;;RailRoadCrossing;Rail crossing at Bhut more
R151;0.252;LRPSb;22.8952774;91.5365274;;Culvert;Box Culvert
R151;0.93;LRP001;22.9001111;91.5396108;;KmPost;Info missing
R151;0.95;LRP001a;22.90025;91.5396941;;Culvert;Box Culvert
R151;1.305;LRP001b;22.9034444;91.5401108;;Culvert;Box culvert
R151;1.93;LRP002;22.9089722;91.5402497;;KmPost;Km post missing
R151;2.182;LRP002a;22.9111667;91.5406941;;Culvert;Box culvert
R151;2.61;LRP003;22.9141667;91.5434997;;KmPost;Info missing
R151;2.865;LRP003a;22.9157222;91.5451108;;Culvert;Box culvert
R151;3.185;LRP003b;22.9175549;91.5475274;BS;Bridge;Bridge Start
R151;3.204;LRP003c;22.9176382;91.5476663;BE;Bridge;Bridge End
R151;3.61;LRP004;22.9199716;91.5506111;;KmPost;Info missing
R151;3.765;LRP004a;22.9213049;91.5508611;BS;Bridge;Baily Bridge Start
R151;3.775;LRP004b;22.921416;91.5508889;BE;Bridge;Baily Bridge End
R151;4.052;LRP004c;22.9238604;91.5513889;BS;Bridge;Bridge Start
R151;4.07;LRP004d;22.9239993;91.5514167;BE;Bridge;Bridge End
R151;4.325;LRP004e;22.926166;91.5521111;;Culvert;Box culvert
R151;4.678;LRP004f;22.929416;91.5526944;;Culvert;Box Culvert
R151;4.72;LRP005;22.9298049;91.5528333;;KmPost;Heako 15 km
R151;5.118;LRP005a;22.929416;91.5585833;;Culvert;Box Culvert
R151;5.725;LRP006;22.929166;91.5626667;;KmPost;Km post Broken
R151;5.965;LRP006a;22.9290549;91.5649722;;Culvert;Box culvert
R151;6.18;LRP006b;22.9282771;91.5670271;;Culvert;Box culvert
R151;6.39;LRP006c;22.9273882;91.5686382;;Culvert;Box culvert
R151;6.725;LRP007;22.9264993;91.5717216;;KmPost;Km post missing
R151;7.345;LRP007a;22.9261382;91.5776104;;Culvert;Box culvert
R151;7.53;LRP007b;22.9262216;91.5794438;;Culvert;Box culvert
R151;7.725;LRP008;22.9264993;91.5814716;;KmPost;Km post missing
R151;7.783;LRP008a;22.9265827;91.5819993;;Culvert;Box culvert
R151;8.45;LRP008b;22.927416;91.5884441;;Culvert;Box culvert
R151;8.725;LRP009;22.927666;91.5912497;;KmPost;Km post missing
R151;9.725;LRP010;22.9238882;91.5993052;;KmPost;Km post missing
R151;10.173;LRP010a;22.9225271;91.6021944;BS;Bridge;Baily Bridge Start
R151;10.199;LRP010b;22.9226938;91.6023889;BE;Bridge;Baily Bridge End
R151;10.37;LRP010c;22.9230549;91.6039167;BS;Bridge;Bridge Start
R151;10.399;LRP010d;22.9232216;91.6041389;BE;Bridge;Bridge End
R151;10.725;LRP011;22.9229716;91.6070833;;KmPost;Heako 9 km
R151;10.758;LRP011a;22.9230271;91.6073889;BS;Bridge;Bridge Start
R151;10.788;LRP011b;22.9230827;91.6076667;BE;Bridge;Bridge End
R151;11.117;LRP011c;22.922166;91.6105278;BS;Bridge;Bridge Start
R151;11.141;LRP011d;22.9222771;91.6107222;BE;Bridge;Bridge End
R151;11.696;LRP011e;22.9218327;91.6134167;BS;Bridge;Bridge Start
R151;11.74;LRP012;22.9215827;91.6137222;BE;KmPost;Bridge End
R151;12.74;LRP013;22.91625;91.6198049;;KmPost;Km post missing
R151;12.899;LRP013a;22.9148611;91.6201104;BS;Bridge;Bridge Start
R151;12.926;LRP013b;22.9146667;91.6202493;BE;Bridge;Bridge End
R151;12.974;LRP013c;22.9144167;91.6206382;;Culvert;Box Culvert
R151;13.44;LRP013d;22.91125;91.6226938;;Culvert;Box Culvert
R151;13.616;LRP013e;22.9099167;91.6232216;BS;Bridge;Bridge Start
R151;13.66;LRP013f;22.9096667;91.6235549;BE;Bridge;Bridge End
R151;13.74;LRP014;22.9090556;91.6239716;;KmPost;Km post missing
R151;14.01;LRP014a;22.9068611;91.6231104;BS;Bridge;Bridge Start
R151;14.037;LRP014b;22.9066389;91.6230549;BE;Bridge;Bridge End
R151;14.74;LRP015;22.9050833;91.6285271;;KmPost;Km post missing
R151;14.766;LRP015a;22.9048611;91.628666;BS;Bridge;Baily Bridge Start
R151;14.792;LRP015b;22.9047222;91.6288604;BE;Bridge;Baily Bridge End
R151;15.12;LRP015c;22.90275;91.6310827;;Culvert;Box culvert
R151;15.535;LRP015d;22.9024444;91.634833;BS;Bridge;Baily Bridge Start
R151;15.555;LRP015e;22.9024444;91.6350274;BE;Bridge;Baily Bridge End
R151;15.675;LRP016;22.9024167;91.6369997;;KmPost;Km post missing
R151;15.695;LRP016a;22.8991386;91.6451941;BS;Bridge;Bridge Start
R151;15.74;LRP016b;22.8991663;91.6452774;BE;Bridge;Bridge End
R151;16.74;LRP017;22.8993052;91.6458608;;KmPost;Info missing
R151;16.808;LRP017a;22.8975552;91.6462774;BS;Bridge;Bridge start
R151;16.824;LRP017b;22.8974997;91.6463608;BE;Bridge;Bridge end
R151;17.74;LRP018;22.8965552;91.6536389;;KmPost;Km post missing
R151;18.74;LRP019;22.8943608;91.6625556;;KmPost;Km post missing
R151;19.74;LRP020;22.8916941;91.671416;;KmPost;Km post missing
R151;19.918;LRP020a;22.8921108;91.6730827;BS;Bridge;Bridge Start
R151;19.93;LRP020b;22.8921386;91.673166;BE;Bridge;Bridge End
R151;20.063;LRP020c;22.8925274;91.6744438;;SideRoad,Left / SideRoad,Left;R152 Heako to Ramgor / R152 Heako to Ramgor
R151;20.378;LRP020d;22.8904997;91.6766104;;Culvert;Box culvert
R151;20.47;LRP021;22.8897219;91.676666;;KmPost;Km post broken
R151;21.51;LRP022;22.8818049;91.6814716;;KmPost;Fatikchhari 27 km
R151;22.41;LRP022a;22.8773327;91.6882497;;Culvert;Box culvert
R151;22.51;LRP023;22.8767771;91.6890274;;KmPost;Fatikchhari 26 km
R151;22.712;LRP023a;22.8757216;91.6906108;;Culvert;Box culvert
R151;23.3;LRP023b;22.8731938;91.6957219;;Culvert;Pipe Culvert
R151;23.52;LRP024;22.8727771;91.6972219;;KmPost;Fatikchhari 25 km
R151;23.754;LRP024a;22.8707216;91.6975552;BS;Bridge;Baily Bridge Start
R151;23.775;LRP024b;22.8705549;91.6975274;BE;Bridge;Baily Bridge End
R151;24.52;LRP025;22.8646111;91.6988886;;KmPost;Info missing
R151;24.766;LRP025a;22.8626667;91.6997774;;Culvert;Box culvert
R151;25.405;LRP025b;22.85775;91.7024444;;Culvert;Box culvert
R151;25.52;LRP026;22.8565;91.7029167;;KmPost;Info missing
R151;26.086;LRP026a;22.8529722;91.7060556;BS;Bridge;Bridge Start
R151;26.102;LRP026b;22.8528889;91.7060833;BE;Bridge;Bridge End
R151;26.52;LRP027;22.8498052;91.7077778;;KmPost;Fatikchhari 22 km
R151;27.29;LRP027a;22.8447219;91.7118333;;Culvert;Box Culvert
R151;27.45;LRP027b;22.8441663;91.7131667;;Culvert;Box culvert
R151;27.52;LRP028;22.8436108;91.7136111;;KmPost;Fatikchhari 21 km
R151;28.52;LRP029;22.8355274;91.7167771;;KmPost;Fatikchhari 20 km
R151;28.953;LRP029a;22.8316938;91.7175271;BS;Bridge;Baily Bridge Start
R151;28.971;LRP029b;22.8315549;91.7175827;BE;Bridge;Baily Bridge End
R151;29.52;LRP030;22.8265827;91.7178882;;KmPost;Fatikchhari 19 km
R151;30.505;LRP031;22.8178327;91.7190549;;KmPost;Fatikchhari 18 km
R151;30.721;LRP031a;22.8159722;91.7189716;;Culvert;Box culvert
R151;31.262;LRP031b;22.8119722;91.7187493;BS;Bridge;Baily Bridge Start
R151;31.303;LRP031c;22.8116944;91.7185827;BE;Bridge;Baily Bridge End
R151;31.339;LRP031d;22.8114167;91.7183327;;SideRoad,Right;Z 1021,Mirersari-Fatikchari road
R151;31.505;LRP032;22.81018055;91.7181799;;KmPost;Fatikchhari 17 km
R151;31.671;LRP032a;22.8089444;91.7180271;;Culvert;Box culvert
R151;32.083;LRP032b;22.8048056;91.7181382;;Culvert;Box culvert
R151;32.515;LRP033;22.8011389;91.7191104;;KmPost;Fatikchhari 16 km
R151;32.635;LRP033a;22.8000833;91.719166;BS;Bridge;Bridge Start
R151;32.692;LRP033b;22.799583;91.7191104;BE;Bridge;Bridge End
R151;33.515;LRP034;22.7924719;91.7188604;;KmPost;Fatikchhari 15 km
R151;33.526;LRP034a;22.7923886;91.7187771;BS;Bridge;Bridge Start
R151;33.54;LRP034b;22.7922774;91.7187493;BE;Bridge;Bridge End
R151;33.927;LRP034c;22.789083;91.7186382;;Culvert;Box culvert
R151;34.175;LRP034d;22.7871108;91.7194716;BS;Bridge;Baily Bridge Start
R151;34.208;LRP034e;22.7869441;91.7197216;BE;Bridge;Baily Bridge End
R151;34.621;LRP035;22.7875552;91.7224993;;KmPost;Km post broken
R151;35.625;LRP036;22.7800549;91.7266104;;KmPost;Fatikchhari 13 km
R151;36.642;LRP037;22.7720549;91.7293049;;KmPost;Fatikchhari 12 km
R151;37.148;LRP037a;22.7662222;91.7298327;;Culvert;Box culvert
R151;37.382;LRP037b;22.76525;91.7311938;;Culvert;Box culvert
R151;37.52;LRP038;22.7646667;91.7324438;;KmPost;Fatikchhari 11 km
R151;37.568;LRP038a;22.7643889;91.7328049;;Culvert;Box Culvert
R151;37.685;LRP038b;22.7634444;91.7331104;;Culvert;Box culvert
R151;38.178;LRP038c;22.7593611;91.7344719;;Culvert;Box culvert
R151;38.5;LRP039;22.7564722;91.7349719;;KmPost;Fatikchhari 10 km
R151;39.098;LRP039a;22.7518889;91.7367219;;Culvert;Box culvert
R151;39.5;LRP040;22.7487219;91.7381108;;KmPost;Fatikchhari 9 km
R151;40;LRP040a;22.7480274;91.7422497;;Culvert;Box culvert
R151;40.485;LRP041;22.7469441;91.7461663;;KmPost / Culvert;Fatikchhari 9 km / Box culvert
R151;40.718;LRP041b;22.7463886;91.7481386;;Culvert;Box Culvert
R151;41.642;LRP042;22.7422497;91.7531944;;KmPost;Fatikchhari 7 km
R151;41.712;LRP042a;22.74147429;91.75407717;;Culvert;Box culvert
R151;41.805;LRP042b;22.7404441;91.75525;;Culvert;Box Culvert
R151;41.966;LRP042c;22.7400552;91.7567222;;Culvert;Box Culvert
R151;42.212;LRP042d;22.738083;91.7575556;;Culvert;Box Culvert
R151;42.721;LRP043;22.7368052;91.7580556;;KmPost;Fatikchhari 6 km
R151;42.792;LRP043a;22.7353608;91.7587778;;Culvert;Box Culvert
R151;42.894;LRP043b;22.7341108;91.7598056;;Culvert;Box Culvert
R151;43.126;LRP043c;22.7319993;91.7603889;;Culvert;Box Culvert
R151;43.294;LRP043d;22.7303327;91.7607222;;Culvert;Box Culvert
R151;43.684;LRP044;22.7282216;91.7606111;;KmPost;Fatikchhari 5 km
R151;44.045;LRP044a;22.7238327;91.7615833;BS;Bridge;Bridge Start
R151;44.099;LRP044b;22.7233882;91.7618056;BE;Bridge;Bridge End
R151;44.312;LRP044c;22.7217216;91.7620833;;Culvert;Box Culvert
R151;44.502;LRP044d;22.7205827;91.7629722;;Culvert;Box Culvert
R151;44.702;LRP045;22.7199993;91.7631111;;KmPost;Fatikchhari 4 km
R151;44.798;LRP045a;22.718666;91.7636944;;Culvert;Box Culvert
R151;45.325;LRP045b;22.7151111;91.7670827;;Culvert;Box Culvert
R151;45.667;LRP046;22.7136389;91.7684716;;KmPost;Fatikchhari 3 km
R151;46.704;LRP046a;22.7136944;91.7778327;;Culvert;Box Culvert
R151;46.804;LRP047;22.7135;91.7778882;;KmPost;Fatikchhari 2 km
R151;47.194;LRP047a;22.7078333;91.7831104;;SideRoad,Left;Side road Z 1086 (Sitakunda,Fatikchhari road
R151;47.622;LRP048;22.7081944;91.7840274;;KmPost;Fatikchhari 1 km
R151;47.702;LRPE;22.7082222;91.784083;;Others;The road end Intersecting R160 at Hadchokia ,Fatikchhari
