road,id,model_type,condition,name,lat,lon,length,type
N2,3663,Bridge,A,AHAMAD NAGAR CULVERT,24.79179601,91.78913507,2.0,Box Culvert
N2,3664,Link,,Sylhet 17 km,24.7970274,91.7896386,953.0,KmPost
N2,3665,Link,,Box culvert,24.8055,91.7906663,207.0,Culvert
N2,3666,Bridge,C,NAZIR BAZAR,24.79635868,91.78955494,12.4,Box Culvert
N2,3667,Link,,Sylhet 16 km,24.8072222,91.7911663,54.0,KmPost
N2,3668,Bridge,A,KUTUB PUR BOX CULVERT,24.80561648,91.79070012,2.5,Box Culvert
N2,3669,Link,,Box culvert,24.8075833,91.7912774,360.0,Culvert
N2,3670,Bridge,A,ROSID PUR,24.80770537,91.79130657,2.5,Box Culvert
N2,3671,Link,,Road to Lamakazi (Z2016),24.8107222,91.7920274,200.0,"SideRoad,Left"
N2,3672,Link,,Box culvert,24.8118056,91.7924163,406.0,Culvert
N2,3673,Link,,Sylhet 15 km,24.8150278,91.7953052,1000.0,KmPost
N2,3674,Bridge,A,ROSID PUR BOX CULVERT,24.8118056,91.7924163,18.6,Box Culvert
N2,3675,Link,,Sylhet 14 km,24.820666,91.8029444,1000.0,KmPost
N2,3676,Link,,Sylhet 13 km,24.8254438,91.8113333,218.0,KmPost
N2,3677,Bridge,A,LALA BAZAR START,24.82675321,91.81303374,2.5,Box Culvert
N2,3678,Link,,Box culvert,24.8267216,91.813,782.0,Culvert
N2,3679,Link,,Sylhet 12 km,24.831666,91.8182771,533.0,KmPost
N2,3680,Link,,Bridge start,24.8361941,91.8202771,33.0,Bridge
N2,3681,Bridge,B,LALA BAZAR,24.836285,91.82032259,11.8,RCC Girder Bridge
N2,3682,Link,,Bridge end,24.8363052,91.8203327,434.0,Bridge
N2,3683,Link,,Sylhet 11 km,24.8401663,91.8216938,26.0,KmPost
N2,3684,Link,,Box culvert,24.8402774,91.8217216,969.0,Culvert
N2,3685,Bridge,A,LALA BAZAR,24.84037647,91.8217677,2.0,Box Culvert
N2,3686,Link,,Sylhet 10 km,24.8482774,91.8254438,24.0,KmPost
N2,3687,Bridge,B,LALA BAZAR,24.8484997,91.8255271,3.0,Box Culvert
N2,3688,Link,,Box culvert,24.8484997,91.8255271,558.0,Culvert
N2,3689,Link,,Box culvert,24.8515556,91.8296104,448.0,Culvert
N2,3690,Link,,Sylhet 9 km,24.8545278,91.8326382,760.0,KmPost
N2,3691,Bridge,B,LALA BAZAR,24.85152274,91.82956649,12.2,Box Culvert
N2,3692,Link,,Box culvert,24.8584167,91.8384719,250.0,Culvert
N2,3693,Link,,Sylhet 8 km,24.8590833,91.840833,55.0,KmPost
N2,3694,Bridge,A,KETLIL CULVERT,24.85833483,91.83834909,3.0,Box Culvert
N2,3695,Link,,Box culvert,24.85925,91.8412497,516.0,Culvert
N2,3696,Link,,R283,24.86075,91.8460552,85.0,"SideRoad,Left"
N2,3697,Bridge,A,KETLI 2 CULVERT,24.85920151,91.84112848,3.0,Box Culvert
N2,3698,Link,,Bridge start,24.8609167,91.846833,44.0,Bridge
N2,3699,Link,,Bridge end,24.8610833,91.8472497,300.0,Bridge
N2,3700,Link,,Sylhet 7 km,24.8624722,91.8498886,242.0,KmPost
N2,3701,Link,,Box culvert,24.8635278,91.8519444,658.0,Culvert
N2,3702,Bridge,A,Teli Bazar Bridge,24.86088336,91.84667744,40.8,PC Girder Bridge
N2,3703,Intersection,,Road to Balaganj (Z2013),24.8673049,91.8568056,120.0,"SideRoad,Right"
N2,3704,Bridge,A,BALIADIKONE CULVERT,24.86348418,91.85185945,2.0,Box Culvert
N2,3705,Link,,Sylhet 6 km,24.8677216,91.8577778,236.0,KmPost
N2,3706,Link,,Box culvert,24.8681382,91.8601111,136.0,Culvert
N2,3707,Link,,Box culvert,24.868416,91.8613611,500.0,Culvert
N2,3708,Link,,Box culvert,24.870416,91.8655,128.0,Culvert
N2,3709,Bridge,A,CHANDRIPUR,24.86811349,91.85997268,1.5,Box Culvert
N2,3710,Bridge,A,Daudpur,24.86840579,91.86131514,1.5,Box Culvert
N2,3711,Link,,Km post missing,24.8714993,91.86625,315.0,KmPost
N2,3712,Link,,Box culvert,24.8740271,91.8677493,685.0,Culvert
N2,3713,Bridge,B,FIRUS PUR 1,24.869264,91.86311599,7.0,Box Culvert
N2,3714,Bridge,B,FIRUSPUR (2),24.87411262,91.86789338,2.0,Box Culvert
N2,3715,Link,,Km post missing,24.8771104,91.8729438,75.0,KmPost
N2,3716,Link,,Bridge start,24.8772216,91.8735271,19.0,Bridge
N2,3717,Bridge,A,SYHAT RAIL LINE OVER BRIDGE,24.8772216,91.87366018,21.0,RCC Girder Bridge
N2,3718,Link,,Bridge end,24.8772216,91.8737216,169.0,Bridge
N2,3719,Intersection,,N209 / N208 to Moulovibazar,24.8776938,91.8752771,37.0,"SideRoad,Left / SideRoad,Right"
N2,3720,Link,,Km post broken,24.87784885,91.87557391,195.0,KmPost
N2,3721,Link,,Under Pass R250,24.878666,91.8771382,198.0,Culvert
N2,3722,Bridge,A,KADAMTALY CULVERT,24.87880489,91.87723921,9.5,Box Culvert
N2,3723,Link,,Bridge start,24.8801938,91.8782493,318.0,Bridge
N2,3724,Bridge,B,SHAHJALAL BRIDGE,24.88041881,91.87837649,298.2,PC Girder Bridge
N2,3725,Link,,Bridge end,24.8827493,91.8796938,289.0,Bridge
N2,3726,Link,,Km post missing,24.8851108,91.8808604,300.0,KmPost
N2,3727,Link,,Box culvert,24.8874719,91.8804993,114.0,Culvert
N2,3728,Bridge,A,SUCLTY BOX CULVERT,24.88750504,91.88048565,9.1,Box Culvert
N2,3729,Link,,Box culvert,24.8884163,91.8801104,586.0,Culvert
N2,3730,Bridge,A,SUB CITY BOX CULVERT,24.88842393,91.88010722,9.1,Box Culvert
N2,3731,Bridge,A,NAYER POLL BOX CULVERT,24.89287334,91.87825565,2.5,Box Culvert
N2,3732,Link,,Km post missing,24.8928886,91.8782493,14.0,KmPost
N2,3733,Link,,Box culvert,24.8929997,91.8783049,81.0,Culvert
N2,3734,Bridge,A,MIRA BAZAR CULVERT,24.89508705,91.8800681,4.4,Box Culvert
N2,3735,Link,,Road to Keen Bridge(N206),24.8937497,91.878416,286.0,"SideRoad,Left"
N2,3736,Bridge,A,MIRA BAZAR BOX CULVERT,24.89529176,91.88204769,3.0,Box Culvert
N2,3737,Bridge,A,MIRA BAZAR BOX CULVERT,24.89535496,91.88453668,2.0,Box Culvert
N2,3738,Link,,Box culvert,24.8951663,91.880166,217.0,Culvert
N2,3739,Link,,Box culvert,24.8953052,91.8822493,257.0,Culvert
N2,3740,Bridge,A,FORHADKHA POLL BOX CULVERT,24.89521275,91.88764423,8.5,Box Culvert
N2,3741,Link,,Box culvert,24.8953608,91.8848052,145.0,Culvert
N2,3742,Link,,Km post missing,24.8953886,91.8863886,146.0,KmPost
N2,3743,Link,,Box culvert,24.8951941,91.8877774,854.0,Culvert
N2,3744,Link,,Km post missing,24.8956941,91.8959441,206.0,KmPost
N2,3745,Link,,Box culvert,24.8951941,91.897833,725.0,Culvert
N2,3746,Bridge,A,TILA GOR BOX CULVERT,24.89519605,91.89784143,2.0,Box Culvert
N2,3747,Link,,Box culvert,24.8966108,91.9039444,164.0,Culvert
N2,3748,Bridge,B,TILA GOR BOX CULVERT,24.89659712,91.90388539,6.1,Box Culvert
N2,3749,Link,,Tamabil 50 km,24.8965274,91.9055556,985.0,KmPost
N2,3750,Link,,Box culvert,24.9005,91.9141667,20.0,Culvert
N2,3751,Bridge,A,ISLAM PUR BOX CULVERT,24.90048387,91.91413173,2.0,Box Culvert
N2,3752,Link,,Horipur 17 km,24.9006389,91.9144722,990.0,KmPost
N2,3753,Bridge,A,CHAMILI BAG BOX CULVERT,24.90349953,91.91922333,6.0,Box Culvert
N2,3754,Link,,Horipur 16 km,24.9055556,91.9226382,240.0,KmPost
N2,3755,Bridge,C,Hatim Para Bridge,24.9068333,91.9244993,11.85,RCC Girder Bridge
N2,3756,Link,,Box culvert,24.9068333,91.9244993,650.0,Culvert
N2,3757,Link,,Box culvert,24.9069444,91.930416,110.0,Culvert
N2,3758,Bridge,A,KHASIM RLAQAR,24.90708834,91.93044883,6.0,Box Culvert
N2,3759,Link,,Tamabil 47 km,24.9101111,91.9311382,680.0,KmPost
N2,3760,Bridge,A,KHASDIMNAGAR,24.91329635,91.9367812,11.7,RCC Girder Bridge
N2,3761,Link,,Bridge start,24.9132778,91.9366108,10.0,Bridge
N2,3762,Link,,Bridge end,24.9132778,91.9366941,310.0,Bridge
N2,3763,Link,,Jaflong 50 km,24.9139167,91.9396941,564.0,KmPost
N2,3764,Bridge,C,BEEIK ALAKA BRIDGE,24.91527999,91.94794154,15.0,RCC Girder Bridge
N2,3765,Link,,Bridge start,24.9152222,91.947833,17.0,Bridge
N2,3766,Link,,Bridge end,24.9152778,91.9479441,228.0,Bridge
N2,3767,Bridge,A,KASIM NAGAR,24.91580005,91.94745897,3.0,Box Culvert
N2,3768,Link,,Box culvert,24.9157778,91.9473608,191.0,Culvert
N2,3769,Link,,Km post missing,24.91625,91.9494441,40.0,KmPost
N2,3770,Bridge,A,KHIDIR PUR BOX CULVERT,24.9162917,91.94954828,3.0,Box Culvert
N2,3771,Link,,N210,24.9163056,91.949583,960.0,"SideRoad,Right"
N2,3772,Link,,Jaintapur 31 km,24.9196382,91.9583333,26.0,KmPost
N2,3773,Bridge,A,HATIMA BOX CULVERT,24.91983264,91.95868139,14.4,Box Culvert
N2,3774,Link,,Box culvert,24.9197493,91.9585278,306.0,Culvert
N2,3775,Link,,Box culvert,24.921166,91.9611389,668.0,Culvert
N2,3776,Bridge,A,PORGONA BAZAR BOX CULVERT,24.92130048,91.961299,6.0,Box Culvert
N2,3777,Link,,Tamabil 43 km,24.9252493,91.966,682.0,KmPost
N2,3778,Link,,Bridge start,24.9294438,91.9708327,17.0,Bridge
N2,3779,Bridge,B,PILOR CHAK BOX CULVERT,24.92957495,91.9708663,12.45,Box Culvert
N2,3780,Link,,Bridge end,24.9295549,91.9708327,205.0,Bridge
N2,3781,Link,,Box culvert,24.9305827,91.9725549,96.0,Culvert
N2,3782,Bridge,A,HAGIVILA BOX CULVERT,24.93065562,91.97268859,3.0,Box Culvert
N2,3783,Link,,Jaflong 46 km,24.9310827,91.9734716,657.0,KmPost
N2,3784,Bridge,A,BOTESSOR BOX CULVERT,24.93436022,91.97920289,3.0,Box Culvert
N2,3785,Link,,Box culvert,24.9342219,91.9789716,343.0,Culvert
N2,3786,Link,,Horipur 9 km,24.9359163,91.9818049,229.0,KmPost
N2,3787,Bridge,A,PULI BOX CULVERT,24.93689285,91.98428703,6.0,Box Culvert
N2,3788,Link,,Bridge start,24.9367497,91.9838886,15.0,Bridge
N2,3789,Link,,Bridge end,24.9368052,91.9840274,701.0,Bridge
N2,3790,Bridge,A,BOTESSOR BOX CULVERT,24.93908022,91.99076907,9.25,Box Culvert
N2,3791,Link,,Box culvert,24.9389997,91.9905274,60.0,Culvert
N2,3792,Link,,Jainyapur 27 km,24.9391663,91.9910274,1000.0,KmPost
N2,3793,Link,,Tamabil 39 km,24.9440552,91.9991108,713.0,KmPost
N2,3794,Bridge,A,THAKURRAMATI BOX CULVERT,24.94893217,92.00367199,3.0,Box Culvert
N2,3795,Link,,Box culvert,24.9488608,92.0035833,327.0,Culvert
N2,3796,Link,,Jaflong 42 km,24.9508056,92.006,183.0,KmPost
N2,3797,Bridge,A,THAKURAMATI BOX CULVERT,24.95191061,92.00740593,9.25,Box Culvert
N2,3798,Link,,Bridge start,24.9518611,92.0073333,12.0,Bridge
N2,3799,Link,,Bridge end,24.9518889,92.0073889,641.0,Bridge
N2,3800,Link,,Box culvert,24.9565278,92.0110278,174.0,Culvert
N2,3801,Bridge,A,SHIK NAGAR,24.95654313,92.01103802,3.9,Box Culvert
N2,3802,Link,,Horipur 5 km,24.9578611,92.0119167,29.0,KmPost
N2,3803,Bridge,A,KHAN BAGAN,24.96321716,92.0188172,6.5,Box Culvert
N2,3804,Link,,Box culvert,24.9580556,92.0120278,949.0,Culvert
N2,3805,Link,,Box culvert,24.96325,92.0188604,32.0,Culvert
N2,3806,Link,,Jaintapur 23  km,24.9632778,92.0192216,531.0,KmPost
N2,3807,Link,,Box Culvert,24.9645278,92.024166,469.0,Culvert
N2,3808,Bridge,A,PANI CHARA,24.9644972,92.02404495,9.0,Box Culvert
N2,3809,Link,,Tamabil 35 km,24.9681104,92.0266382,858.0,KmPost
N2,3810,Link,,Box culvert,24.972666,92.0328327,147.0,Culvert
N2,3811,Bridge,A,OMON PUR,24.97257043,92.03270275,6.85,Box Culvert
N2,3812,Link,,Jaflong 38 km,24.9737216,92.0339163,181.0,KmPost
N2,3813,Link,,Box culvert,24.9750271,92.0346663,819.0,Culvert
N2,3814,Bridge,A,OMON PUR,24.97494055,92.03461658,3.0,Box Culvert
N2,3815,Link,,Horipur 1 km,24.9820549,92.0371108,152.0,KmPost
N2,3816,Bridge,A,HORIPUR,24.98321392,92.03782825,4.5,Box Culvert
N2,3817,Link,,Box culvert,24.9832216,92.037833,848.0,Culvert
N2,3818,Link,,Km post missing,24.9893608,92.0419997,38.0,KmPost
N2,3819,Link,,Bridge start,24.989583,92.0422497,99.0,Bridge
N2,3820,Bridge,A,Haripur Bridge,24.98958945,92.04225643,90.8,PC Girder Bridge
N2,3821,Link,,Bridge end,24.9902219,92.0429163,883.0,Bridge
N2,3822,Link,,Tamabil 31 km,24.9969441,92.0471108,557.0,KmPost
N2,3823,Link,,Bridge start,25.0015833,92.0479719,89.0,Bridge
N2,3824,Bridge,B,Korish Bridge,25.00156664,92.04796881,82.0,Truss with RCC Slab
N2,3825,Link,,Bridge end,25.0022778,92.0482497,354.0,Bridge
N2,3826,Link,,Jaflong 34 km,25.0047778,92.0505556,1000.0,KmPost
N2,3827,Link,,Jaintapur 16 km,25.0110556,92.0576944,503.0,KmPost
N2,3828,Bridge,B,Sali Bridge,25.0141111,92.0612778,35.75,RCC Girder Bridge
N2,3829,Link,,Bridge start,25.0141111,92.0612778,38.0,Bridge
N2,3830,Link,,Bridge end,25.0143333,92.0615,459.0,Bridge
N2,3831,Link,,Tamabil 28 km,25.0175271,92.0644444,1005.0,KmPost
N2,3832,Link,,Jaflong 31 km,25.0253604,92.0693882,485.0,KmPost
N2,3833,Link,,Bridge start,25.0290827,92.0718327,43.0,Bridge
N2,3834,Bridge,B,GOYALI RCC GIDER BRIDGE,25.0290827,92.0718327,37.0,RCC Girder Bridge
N2,3835,Link,,Bridge end,25.0293882,92.0720271,477.0,Bridge
N2,3836,Link,,Jaintapur 13 km,25.0324438,92.0753049,981.0,KmPost
N2,3837,Bridge,B,Damri Bridge,25.03722521,92.0833474,55.5,RCC Girder Bridge
N2,3838,Link,,Bridge start,25.0372497,92.0833886,63.0,Bridge
N2,3839,Link,,Bridge end,25.0375274,92.083833,6.0,Bridge
N2,3840,Link,,Tamabil 25 km,25.0375552,92.0839163,960.0,KmPost
N2,3841,Link,,Jaflong 28 km,25.0433886,92.0909441,718.0,KmPost
N2,3842,Bridge,A,DIGIR PAR,25.04778832,92.09583268,12.4,Box Culvert
N2,3843,Link,,Box culvert,25.0478886,92.0959441,282.0,Culvert
N2,3844,Link,,Jaintapur 10 km,25.0497219,92.0980274,533.0,KmPost
N2,3845,Link,,Box culvert,25.05306974,92.10166863,325.0,Culvert
N2,3846,Bridge,A,DAMA BOX CULVERT,25.05297552,92.10156616,6.1,Box Culvert
N2,3847,Bridge,A,SRIKAL BOX CULVERT,25.0550106,92.10377959,9.1,Box Culvert
N2,3848,Link,,Box culvert,25.0551111,92.1038889,142.0,Culvert
N2,3849,Link,,Km post missing,25.0561944,92.10475,325.0,KmPost
N2,3850,Bridge,A,borbos bazer,25.05868508,92.1060748,9.1,Box Culvert
N2,3851,Link,,Box culvert,25.0588056,92.1061389,675.0,Culvert
N2,3852,Link,,Jaflong 25 km,25.0643889,92.1090556,129.0,KmPost
N2,3853,Link,,Road to Kanaighat (Z2011),25.0654444,92.1095833,261.0,"SideRoad,Right"
N2,3854,Bridge,B,Darbast Bazar Bridge,25.0675549,92.1106389,21.75,RCC Girder Bridge
N2,3855,Link,,Bridge start,25.0675549,92.1106389,28.0,Bridge
N2,3856,Link,,Bridge end,25.0678049,92.11075,582.0,Bridge
N2,3857,Link,,Jaintapur 7 km,25.0728604,92.1123333,1005.0,KmPost
N2,3858,Bridge,A,DORPOS SUBMARCH,25.0766583,92.11352244,3.0,Box Culvert
N2,3859,Link,,Km post broken,25.0815549,92.1150556,162.0,KmPost
N2,3860,Link,,Bridge start,25.0829438,92.1154722,23.0,Bridge
N2,3861,Bridge,A,SARI GHAT,25.08284949,92.11544391,21.4,RCC Girder Bridge
N2,3862,Link,,Bridge end,25.0831382,92.1155556,699.0,Bridge
N2,3863,Link,,Road to Gowainghat (Z2012),25.0891386,92.1174993,111.0,"SideRoad,Left"
N2,3864,Link,,Jaflong 22 km,25.0900274,92.117916,235.0,KmPost
N2,3865,Link,,Bridge start,25.092083,92.1178604,196.0,Bridge
N2,3866,Bridge,B,Sari Ghat Bridge,25.09189931,92.11786537,190.5,Truss with RCC Slab
N2,3867,Link,,Bridge end,25.0938052,92.1178327,569.0,Bridge
N2,3868,Link,,Jaintapur 4 km,25.0990552,92.1178049,448.0,KmPost
N2,3869,Bridge,B,ERABOTY,25.10292139,92.11842669,26.0,RCC Girder Bridge
N2,3870,Link,,Bridge start,25.1030278,92.1184438,27.0,Bridge
N2,3871,Link,,Bridge end,25.10325,92.1184716,530.0,Bridge
N2,3872,Link,,Jaintapur 3 km,25.1080556,92.1187493,1010.0,KmPost
N2,3873,Bridge,A,SUBMARGE CULVERT,25.10815331,92.11875414,3.0,Slab Culvert
N2,3874,Link,,Jaflong 19 km,25.1170271,92.1191938,975.0,KmPost
N2,3875,Link,,Bridge start,25.1252493,92.1163611,86.0,Bridge
N2,3876,Bridge,A,Boro Gung Bridge,25.12497101,92.11645698,87.5,Truss with RCC Slab
N2,3877,Link,,Bridge end,25.1260271,92.11625,9.0,Bridge
N2,3878,Link,,Jaintapur 1 km,25.1261382,92.1161944,602.0,KmPost
N2,3879,Link,,Bridge start,25.1296382,92.1196382,28.0,Bridge
N2,3880,Bridge,A,LAMAPARA BRIGE,25.12945215,92.11945514,26.0,RCC Girder Bridge
N2,3881,Link,,Bridge end,25.1298327,92.1196382,219.0,Bridge
N2,3882,Bridge,A,chuna hati,25.13134789,92.12018922,21.8,Steel Beam & RCC Slab
N2,3883,Link,,Bridge start,25.131666,92.1203049,27.0,Bridge
N2,3884,Link,,Bridge end,25.1318327,92.1204438,14.0,Bridge
N2,3885,Link,,Tamabil 13 km,25.1319438,92.1205549,848.0,KmPost
N2,3886,Link,,Bridge start,25.13834063,92.11999648,80.0,Bridge
N2,3887,Bridge,A,Ching Gil Bridge,25.13800872,92.12002546,79.0,Truss with RCC Slab
N2,3888,Link,,Bridge end,25.1389441,92.1199438,32.0,Bridge
N2,3889,Link,,Jaflong 16 km,25.1391386,92.1198049,195.0,KmPost
N2,3890,Link,,Bridge start,25.1408608,92.1197771,19.0,Bridge
N2,3891,Bridge,A,Mukterpur Bridge,25.14035739,92.11978523,14.5,RCC Girder Bridge
N2,3892,Link,,Bridge end,25.1410274,92.1197771,796.0,Bridge
N2,3893,Link,,Tamabil 11 km,25.1367219,92.1175827,622.0,KmPost
N2,3894,Link,,Bridge start,25.15025,92.1126944,65.0,Bridge
N2,3895,Bridge,A,Bilay More Bridge,25.14894504,92.11316594,63.5,Truss with RCC Slab
N2,3896,Link,,Bridge end,25.15049361,92.11210211,313.0,Bridge
N2,3897,Link,,Jaflong 14 km,25.1516667,92.10925,108.0,KmPost
N2,3898,Bridge,A,RANG PANI STEEL BEAM AND RCC SLAB,25.15190974,92.1089375,47.5,Truss with RCC Slab
N2,3899,Link,,Bridge start,25.15225,92.1085,47.0,Bridge
N2,3900,Link,,Bridge end,25.1526389,92.1083611,160.0,Bridge
N2,3901,Bridge,A,Rang Pasi Bridge,25.15329199,92.10774235,17.0,Steel Beam & RCC Slab
N2,3902,Link,,Bridge start,25.1536944,92.1073611,18.0,Bridge
N2,3903,Link,,Bridge end,25.1538056,92.1071944,187.0,Bridge
N2,3904,Bridge,B,RANG PASI,25.15439021,92.10617126,37.6,RCC Girder Bridge
N2,3905,Link,,Bridge start,25.1546944,92.1056389,41.0,Bridge
N2,3906,Link,,Bridge end,25.1549444,92.1054444,449.0,Bridge
N2,3907,Link,,Tamabil 9 km,25.1575833,92.1020278,245.0,KmPost
N2,3908,Bridge,A,Bangla Bazar Bridge,25.15857383,92.10062462,81.0,Truss with RCC Slab
N2,3909,Link,,Bridge start,25.1589167,92.1001389,82.0,Bridge
N2,3910,Link,,Bridge end,25.1594167,92.099583,658.0,Bridge
N2,3911,Link,,Jaflong 12 km,25.1643889,92.0961108,19.0,KmPost
N2,3912,Bridge,A,ASUM BAZAR,25.16400352,92.09637992,36.7,RCC Girder Bridge
N2,3913,Link,,Bridge start,25.1645556,92.0960274,39.0,Bridge
N2,3914,Link,,Bridge end,25.1648611,92.095833,952.0,Bridge
N2,3915,Link,,Tamabil 7 km,25.1712216,92.0903052,1000.0,KmPost
N2,3916,Link,,Jaflong 10 km,25.1736938,92.0815271,1000.0,KmPost
N2,3917,Link,,Km post broken,25.1761104,92.0723327,1000.0,KmPost
N2,3918,Link,,Jaflong 8 km,25.1801104,92.0637778,887.0,KmPost
N2,3919,Bridge,A,Noljuri Bridge,25.17747509,92.05651147,39.5,Truss with RCC Slab
N2,3920,Link,,Bridge start,25.1772493,92.0558889,41.0,Bridge
N2,3921,Link,,Bridge end,25.1770549,92.0555,72.0,Bridge
N2,3922,Link,,Tamabil 3 km,25.1767493,92.0549722,89.0,KmPost
N2,3923,Bridge,A,Noljuri Bridge,25.1766925,92.05485422,24.5,Steel Beam & RCC Slab
N2,3924,Link,,Bridge start,25.1763882,92.0542222,29.0,Bridge
N2,3925,Link,,Bridge end,25.1762493,92.0539722,882.0,Bridge
N2,3926,Link,,Jaflong 6 km,25.1777216,92.0455552,1000.0,KmPost
N2,3927,Bridge,A,.,25.1805371,92.03738254,3.5,Box Culvert
N2,3928,Link,,Km post missing,25.1808604,92.0364441,1150.0,KmPost
N2,3929,Bridge,A,.,25.18003107,92.03417714,3.5,Box Culvert
N2,3930,Bridge,A,.,25.17980282,92.0335532,2.0,Box Culvert
N2,3931,Link,,Jaflong 4 km,25.1779438,92.0284716,256.0,KmPost
N2,3932,Bridge,A,.,25.17848401,92.02994825,6.5,Box Culvert
N2,3933,Link,,Box culvert,25.1783049,92.0261938,444.0,Culvert
N2,3934,Bridge,A,.,25.17796778,92.02832034,7.0,Box Culvert
N2,3935,Link,,Box culvert,25.1748327,92.0275827,320.0,Culvert
N2,3936,Bridge,A,.,25.17563819,92.0272605,3.5,Box Culvert
N2,3937,Link,,Jaflong 3 km,25.173416,92.0227771,359.0,KmPost
N2,3938,Bridge,A,.,25.173872,92.0243239,5.0,Box Culvert
N2,3939,Link,,Box culvert,25.1719438,92.0199716,158.0,Culvert
N2,3940,Bridge,A,.,25.17199301,92.02006538,40.0,Baily with Steel Deck
N2,3941,Link,,Box culvert,25.1710827,92.0188049,308.0,Culvert
N2,3942,Bridge,A,.,25.17104933,92.01872646,5.0,Box Culvert
N2,3943,Link,,Km post broken,25.1700549,92.0163889,294.0,KmPost
N2,3944,Link,,Box culvert,25.1679438,92.0179993,325.0,Culvert
N2,3945,Link,,Box culvert,25.1651389,92.0182771,381.0,Culvert
N2,3946,Link,,Jaflong 1  km,25.1628889,92.0171104,84.0,KmPost
N2,3947,Link,,Bridge start,25.1613333,92.0172771,38.0,Bridge
N2,3948,Link,,Bridge end,25.1609722,92.0173327,200.0,Bridge
N2,3949,Link,,Box culvert,25.15975,92.0174716,256.0,Culvert
N2,3950,SourceSink,,Road End at Jaflong.,25.1570556,92.0176382,0.0,Others
N204,3064,Intersection,,Road start from N2 at Jagannathganj.,24.1478608,91.3464441,545.0,Others
N204,3952,Link,,Box culvert,24.1483608,91.3513889,85.0,Culvert
N204,3953,Bridge,C,JOGIDISH PUR TEMORIA,24.14835132,91.35138857,4.0,RCC Girder Bridge
N204,3954,Link,,Hobiganj 31 km,24.1475552,91.3513611,176.0,KmPost
N204,3955,Bridge,A,Telaria Chara Bridge,24.1460274,91.3513056,40.0,Truss with RCC Slab
N204,3956,Link,,Bridge start,24.1460274,91.3513056,42.0,Bridge
N204,3957,Link,,Bridge end,24.1457219,91.3513056,188.0,Bridge
N204,3958,Link,,Box culvert,24.1439997,91.3511667,472.0,Culvert
N204,3959,Bridge,C,UTTOR SUMA BRIDGE,24.14408215,91.35117335,3.85,RCC Girder Bridge
N204,3960,Bridge,C,NOYAHADI CULVERT,24.13993842,91.35132695,12.6,Box Culvert
N204,3961,Link,,Box culvert,24.1397774,91.3513333,122.0,Culvert
N204,3962,Link,,Km post missing,24.1386663,91.3514444,235.0,KmPost
N204,3963,Link,,Box culvert,24.1369163,91.3516111,460.0,Culvert
N204,3964,Bridge,B,DOKHIR SHURMA CULVERT,24.13732587,91.35157209,9.5,Slab Culvert
N204,3965,Link,,Hobiganj 30 km,24.1328327,91.352,40.0,KmPost
N204,3966,Link,,Box culvert,24.1324993,91.3520556,960.0,Culvert
N204,3967,Bridge,B,SURMA CULVERT,24.13301025,91.35198309,3.0,Slab Culvert
N204,3968,Bridge,A,TELIAPERA SUBMARGE,24.13170187,91.35688633,1.5,Box Culvert
N204,3969,Link,,Km post missing,24.1310549,91.3608056,572.0,KmPost
N204,3970,Link,,Rail road crossing,24.1305271,91.3663611,428.0,RailRoadCrossing
N204,3971,Link,,Km post missing,24.1293327,91.3712771,1000.0,KmPost
N204,3972,Link,,Km post missing,24.129416,91.3809993,1000.0,KmPost
N204,3973,Link,,Km post missing,24.1296938,91.3894163,855.0,KmPost
N204,3974,Link,,Hobiganj 27 km,24.1272493,91.3971386,1000.0,KmPost
N204,3975,Link,,Km post missing,24.1252216,91.4061944,311.0,KmPost
N204,3976,Link,,Box culvert,24.125166,91.4091944,368.0,Culvert
N204,3977,Link,,Bridge start,24.1241104,91.4125278,16.0,Bridge
N204,3978,Link,,Bridge end,24.1241104,91.4126944,305.0,Bridge
N204,3979,Link,,Km post missing,24.1235271,91.4156111,1000.0,KmPost
N204,3980,Bridge,B,20 NOVEMBER AMTOLI,24.12432267,91.4118575,9.5,Box Culvert
N204,3981,Link,,Km post missing,24.1265271,91.4244716,673.0,KmPost
N204,3982,Link,,Box culvert,24.1285549,91.4302771,327.0,Culvert
N204,3983,Link,,Km post missing,24.1283604,91.4334997,168.0,KmPost
N204,3984,Link,,Box culvert,24.1281382,91.435083,389.0,Culvert
N204,3985,Bridge,C,CHADCHURY CULVERT,24.12835001,91.42969051,4.6,Box Culvert
N204,3986,Link,,Box culvert,24.1271382,91.4384719,443.0,Culvert
N204,3987,Bridge,B,SHOT CHORY FOREST CULVERT,24.12848828,91.43138087,1.4,Box Culvert
N204,3988,Link,,Km post missing,24.1269716,91.4427774,15.0,KmPost
N204,3989,Link,,Box culvert,24.1269438,91.4428886,445.0,Culvert
N204,3990,Link,,Box Culvert,24.1275549,91.4466941,540.0,Culvert
N204,3991,Link,,Km post missing,24.1272493,91.4514444,72.0,KmPost
N204,3992,Link,,Box culvert,24.1274438,91.4520556,138.0,Culvert
N204,3993,Bridge,A,SATH SARI,24.12698815,91.44234977,24.8,Baily with Steel Deck
N204,3994,Link,,Box Culvert,24.1274716,91.4523333,140.0,Culvert
N204,3995,Bridge,A,CHAKLA PUNGI,24.12741208,91.44580472,2.8,Box Culvert
N204,3996,Link,,Information missing,24.1281104,91.4545556,1000.0,KmPost
